20.0	4.2	-4.4
20.0	4.2	-4.4
21.0	5.4	-5.4
21.0	5.4	-5.4
21.0	5.4	-5.4
21.0	5.4	-5.4
21.0	5.4	-5.4
22.6	6.6	-6.2
22.6	6.6	-6.2
22.6	6.6	-6.2
22.6	6.6	-6.2
22.6	6.6	-6.2
22.6	6.6	-6.2
24.0	7.6	-6.4
24.0	7.6	-6.4
24.0	7.6	-6.4
24.0	7.6	-6.4
24.0	7.6	-6.4
26.0	9.2	-6.4
26.0	9.2	-6.4
26.0	9.2	-6.4
26.0	9.2	-6.4
26.0	9.2	-6.4
27.2	11.0	-5.2
27.2	11.0	-5.2
27.2	11.0	-5.2
27.2	11.0	-5.2
27.2	11.0	-5.2
27.2	11.0	-5.2
26.8	11.8	-4.2
26.8	11.8	-4.2
26.8	11.8	-4.2
26.8	11.8	-4.2
26.8	11.8	-4.2
26.6	11.6	-3.6
26.6	11.6	-3.6
26.6	11.6	-3.6
26.6	11.6	-3.6
26.6	11.6	-3.6
26.6	11.6	-3.6
26.8	11.6	-3.4
26.8	11.6	-3.4
26.8	11.6	-3.4
26.8	11.6	-3.4
26.8	11.6	-3.4
26.8	11.6	-3.4
26.8	11.6	-3.4
26.8	11.6	-3.4
26.8	11.6	-3.4
26.8	11.6	-3.4
26.8	12.0	-3.4
26.8	12.0	-3.4
26.8	12.0	-3.4
26.8	12.0	-3.4
26.8	12.0	-3.4
26.8	12.0	-3.4
26.6	12.4	-3.2
26.6	12.4	-3.2
26.6	12.4	-3.2
26.6	12.4	-3.2
26.6	12.4	-3.2
25.4	12.6	-2.2
25.4	12.6	-2.2
25.4	12.6	-2.2
25.4	12.6	-2.2
25.4	12.6	-2.2
25.4	12.6	-2.2
25.4	11.6	-3.0
25.4	11.6	-3.0
25.4	11.6	-3.0
25.4	11.6	-3.0
25.4	11.6	-3.0
25.6	11.4	-3.2
25.6	11.4	-3.2
25.6	11.4	-3.2
25.6	11.4	-3.2
25.6	11.4	-3.2
25.8	11.6	-3.4
25.8	11.6	-3.4
25.8	11.6	-3.4
25.8	11.6	-3.4
25.8	11.6	-3.4
25.8	11.6	-3.4
26.0	11.6	-3.2
26.0	11.6	-3.2
26.0	11.6	-3.2
26.0	11.6	-3.2
26.0	11.6	-3.2
26.2	11.6	-3.4
26.2	11.6	-3.4
26.2	11.6	-3.4
26.2	11.6	-3.4
26.2	11.6	-3.4
26.2	11.6	-3.4
25.8	11.4	-3.4
25.8	11.4	-3.4
25.8	11.4	-3.4
25.8	11.4	-3.4
25.8	11.4	-3.4
26.0	11.6	-3.6
26.0	11.6	-3.6
26.0	11.6	-3.6
26.0	11.6	-3.6
26.0	11.6	-3.6
26.2	11.6	-3.4
26.2	11.6	-3.4
26.2	11.6	-3.4
26.2	11.6	-3.4
26.2	11.6	-3.4
26.2	11.6	-3.4
26.2	11.6	-3.6
26.2	11.6	-3.6
26.2	11.6	-3.6
26.2	11.6	-3.6
26.2	11.6	-3.6
26.0	11.6	-3.8
26.0	11.6	-3.8
26.0	11.6	-3.8
26.0	11.6	-3.8
26.0	11.6	-3.8
26.0	11.6	-3.8
26.0	11.6	-3.4
26.0	11.6	-3.4
26.0	11.6	-3.4
26.0	11.6	-3.4
26.0	11.6	-3.4
26.0	11.4	-3.6
26.0	11.4	-3.6
26.0	11.4	-3.6
26.0	11.4	-3.6
26.0	11.4	-3.6
26.4	11.2	-3.2
26.4	11.2	-3.2
26.4	11.2	-3.2
26.4	11.2	-3.2
26.4	11.2	-3.2
26.4	11.2	-3.2
25.6	11.2	-4.4
25.6	11.2	-4.4
25.6	11.2	-4.4
25.6	11.2	-4.4
25.6	11.2	-4.4
23.8	10.4	-9.6
23.8	10.4	-9.6
23.8	10.4	-9.6
23.8	10.4	-9.6
23.8	10.4	-9.6
21.2	3.6	-18.4
21.2	3.6	-18.4
21.2	3.6	-18.4
21.2	3.6	-18.4
21.2	3.6	-18.4
21.2	3.6	-18.4
19.0	-9.6	-23.8
19.0	-9.6	-23.8
19.0	-9.6	-23.8
19.0	-9.6	-23.8
19.0	-9.6	-23.8
16.4	-24.4	-21.6
16.4	-24.4	-21.6
16.4	-24.4	-21.6
16.4	-24.4	-21.6
16.4	-24.4	-21.6
14.8	-35.2	-13.0
14.8	-35.2	-13.0
14.8	-35.2	-13.0
14.8	-35.2	-13.0
14.8	-35.2	-13.0
17.2	-40.2	-1.2
17.2	-40.2	-1.2
17.2	-40.2	-1.2
17.2	-40.2	-1.2
17.2	-40.2	-1.2
17.2	-40.2	-1.2
16.4	-40.2	11.2
16.4	-40.2	11.2
16.4	-40.2	11.2
16.4	-40.2	11.2
16.4	-40.2	11.2
14.6	-33.8	24.4
14.6	-33.8	24.4
14.6	-33.8	24.4
14.6	-33.8	24.4
14.6	-33.8	24.4
13.4	-25.0	31.2
13.4	-25.0	31.2
13.4	-25.0	31.2
13.4	-25.0	31.2
13.4	-25.0	31.2
13.4	-25.0	31.2
11.8	-21.8	31.8
11.8	-21.8	31.8
11.8	-21.8	31.8
11.8	-21.8	31.8
11.8	-21.8	31.8
12.2	-24.2	29.0
12.2	-24.2	29.0
12.2	-24.2	29.0
12.2	-24.2	29.0
12.2	-24.2	29.0
12.2	-24.2	29.0
11.2	-31.2	23.4
11.2	-31.2	23.4
11.2	-31.2	23.4
11.2	-31.2	23.4
11.2	-31.2	23.4
10.0	-39.6	9.0
10.0	-39.6	9.0
10.0	-39.6	9.0
10.0	-39.6	9.0
10.0	-39.6	9.0
9.2	-39.0	-9.6
9.2	-39.0	-9.6
9.2	-39.0	-9.6
9.2	-39.0	-9.6
9.2	-39.0	-9.6
9.2	-39.0	-9.6
11.2	-23.4	-27.0
11.2	-23.4	-27.0
11.2	-23.4	-27.0
11.2	-23.4	-27.0
11.2	-23.4	-27.0
15.6	-1.2	-29.2
15.6	-1.2	-29.2
15.6	-1.2	-29.2
15.6	-1.2	-29.2
15.6	-1.2	-29.2
19.4	17.8	-17.4
19.4	17.8	-17.4
19.4	17.8	-17.4
19.4	17.8	-17.4
19.4	17.8	-17.4
24.4	24.0	0.4
24.4	24.0	0.4
24.4	24.0	0.4
24.4	24.0	0.4
24.4	24.0	0.4
24.4	24.0	0.4
26.4	19.4	15.8
26.4	19.4	15.8
26.4	19.4	15.8
26.4	19.4	15.8
26.4	19.4	15.8
25.8	12.6	23.2
25.8	12.6	23.2
25.8	12.6	23.2
25.8	12.6	23.2
25.8	12.6	23.2
25.8	12.6	23.2
22.6	9.4	25.6
22.6	9.4	25.6
22.6	9.4	25.6
22.6	9.4	25.6
22.6	9.4	25.6
23.6	9.0	25.2
23.6	9.0	25.2
23.6	9.0	25.2
23.6	9.0	25.2
23.6	9.0	25.2
30.0	6.0	23.4
30.0	6.0	23.4
30.0	6.0	23.4
30.0	6.0	23.4
30.0	6.0	23.4
30.0	6.0	23.4
36.8	-4.4	20.4
36.8	-4.4	20.4
36.8	-4.4	20.4
36.8	-4.4	20.4
36.8	-4.4	20.4
37.2	-19.6	15.8
37.2	-19.6	15.8
37.2	-19.6	15.8
37.2	-19.6	15.8
37.2	-19.6	15.8
37.2	-19.6	15.8
33.2	-31.8	12.6
33.2	-31.8	12.6
33.2	-31.8	12.6
33.2	-31.8	12.6
33.2	-31.8	12.6
25.6	-40.2	12.0
25.6	-40.2	12.0
25.6	-40.2	12.0
25.6	-40.2	12.0
25.6	-40.2	12.0
16.2	-43.6	16.6
16.2	-43.6	16.6
16.2	-43.6	16.6
16.2	-43.6	16.6
16.2	-43.6	16.6
16.2	-43.6	16.6
10.8	-40.8	24.8
10.8	-40.8	24.8
10.8	-40.8	24.8
10.8	-40.8	24.8
10.8	-40.8	24.8
5.0	-36.2	30.6
5.0	-36.2	30.6
5.0	-36.2	30.6
31.2	11.2	-5.6
30.8	10.6	-5.4
30.8	10.6	-5.4
30.8	10.6	-5.4
30.8	10.6	-5.4
30.8	10.6	-5.4
31.0	10.4	-5.2
31.0	10.4	-5.2
31.0	10.4	-5.2
31.0	10.4	-5.2
31.0	10.4	-5.2
30.8	10.4	-5.2
30.8	10.4	-5.2
30.8	10.4	-5.2
30.8	10.4	-5.2
30.8	10.4	-5.2
30.8	10.4	-5.2
30.6	10.4	-5.2
30.6	10.4	-5.2
30.6	10.4	-5.2
30.6	10.4	-5.2
30.6	10.4	-5.2
30.8	10.4	-5.2
30.8	10.4	-5.2
30.8	10.4	-5.2
30.8	10.4	-5.2
